epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,2445.07,0.48099,0.53217,0.81534,0.94471,0.95264,0.96522,0.83621,0.45728,0.62543,0.80553,0.000337008,0.000337008,0.000337008
162,2460.09,0.44366,0.54029,0.83614,0.94217,0.95165,0.964,0.84263,0.45755,0.62551,0.80811,0.000334652,0.000334652,0.000334652
163,2475.23,0.44175,0.50623,0.81614,0.93812,0.93945,0.95838,0.8375,0.45201,0.6344,0.80966,0.000332296,0.000332296,0.000332296
164,2490.33,0.44406,0.50141,0.81365,0.94065,0.94769,0.95891,0.83685,0.45247,0.63916,0.81057,0.000329939,0.000329939,0.000329939
165,2505.4,0.42554,0.50088,0.82149,0.94065,0.94769,0.95891,0.83685,0.45247,0.63916,0.81057,0.000327583,0.000327583,0.000327583
166,2520.55,0.40442,0.49707,0.81859,0.93913,0.95072,0.95766,0.84799,0.43986,0.656,0.80905,0.000325227,0.000325227,0.000325227
167,2535.65,0.43803,0.53766,0.81352,0.94597,0.94827,0.9561,0.83983,0.43654,0.6764,0.80527,0.000322871,0.000322871,0.000322871
168,2550.8,0.42215,0.51879,0.81435,0.95145,0.94122,0.9616,0.8449,0.44402,0.65173,0.80268,0.000320515,0.000320515,0.000320515
169,2565.96,0.46489,0.54006,0.83863,0.95145,0.94122,0.9616,0.8449,0.44402,0.65173,0.80268,0.000318158,0.000318158,0.000318158
170,2581.12,0.43591,0.51387,0.80965,0.95163,0.9422,0.96796,0.84624,0.45605,0.63268,0.80226,0.000315802,0.000315802,0.000315802
171,2596.3,0.44101,0.51925,0.80528,0.95332,0.94068,0.97292,0.84616,0.46366,0.62005,0.80479,0.000313446,0.000313446,0.000313446
172,2611.35,0.45117,0.50235,0.81848,0.96074,0.9442,0.97935,0.85437,0.46347,0.60376,0.80643,0.00031109,0.00031109,0.00031109
173,2626.48,0.43354,0.49188,0.81488,0.96074,0.9442,0.97935,0.85437,0.46347,0.60376,0.80643,0.000308734,0.000308734,0.000308734
174,2641.63,0.44116,0.4965,0.831,0.95701,0.95696,0.98182,0.85023,0.4619,0.58979,0.80619,0.000306377,0.000306377,0.000306377
175,2656.89,0.47513,0.51184,0.82579,0.96316,0.95817,0.98103,0.85502,0.46287,0.5867,0.80609,0.000304021,0.000304021,0.000304021
176,2671.92,0.45868,0.55578,0.82001,0.95131,0.96836,0.97732,0.85657,0.45473,0.58666,0.80646,0.000301665,0.000301665,0.000301665
